Distance(m),Elevation(m)
1879.506333048306,1.687629699707031
1889.3466803417527,1.662926912307739
1899.1870276351992,1.314452409744263
1909.027374928646,1.477031469345093
1918.8677222220924,1.622977018356323
1928.7080695155391,1.516567349433899
1938.5484168089858,1.405410647392273
1948.3887641024323,1.508691906929016
1958.229111395879,1.350127100944519
1968.0694586893258,1.701464056968689
1977.9098059827722,1.858516097068787
1987.750153276219,1.854687571525574
1997.5905005696654,1.611565947532654
2007.4308478631121,1.320472002029419
2017.2711951565589,1.050337791442871
2027.1115424500053,0.9223635792732239
2036.951889743452,0.9706820845603943
2046.7922370368988,1.04268479347229
2056.6325843303453,1.061240911483765
2066.4729316237917,1.045417785644531
2076.3132789172387,1.071769595146179
2086.153626210685,1.138854622840881
2095.9939735041316,1.117347717285156
2105.8343207975786,1.257466673851013
2115.674668091025,1.264929294586182
2125.5150153844716,0.9538570046424866
2135.3553626779185,1.445287346839905
2145.195709971365,1.641128897666931
2155.0360572648115,1.490717530250549
2164.8764045582584,1.362750172615051
2174.716751851705,1.461301326751709
2184.5570991451514,1.703712701797485
2194.3974464385983,1.842426180839539
2204.237793732045,1.62968647480011
2214.0781410254913,1.418237686157227
2223.918488318938,1.31002140045166
2233.7588356123847,1.337010383605957
2243.599182905831,1.245082139968872
2253.4395301992777,1.244468450546265
2263.2798774927246,1.139950394630432
2273.120224786171,0.9827881455421448
2282.9605720796176,0.9884520173072815
2292.8009193730645,1.353984951972961
2302.641266666511,1.606866359710693
2312.4816139599575,1.646325945854187
2322.3219612534044,1.698415875434875
2332.162308546851,1.769701480865479
2342.0026558402974,1.764675498008728
2351.8430031337443,1.776933670043945
2361.683350427191,1.78780198097229
2371.5236977206373,1.826600670814514
2381.3640450140842,1.873019695281982
2391.2043923075307,2.193300247192383
2401.044739600977,2.555733203887939
2410.885086894424,2.729808807373047
2420.7254341878706,2.501964569091797
2430.565781481317,2.12718939781189
2440.4061287747636,1.814565300941467
2450.2464760682105,1.718161106109619
2460.086823361657,1.744340062141418
2469.9271706551035,1.763066411018372
2479.7675179485504,1.781969666481018
2489.607865241997,1.792966723442078
2499.4482125354434,1.794535279273987
2509.2885598288904,1.895700573921204
2519.128907122337,2.006235837936401
2528.9692544157833,1.976658940315247
2538.8096017092303,2.061673164367676
2548.6499490026767,2.096914768218994
2558.4902962961232,1.956178903579712
2568.33064358957,1.854655146598816
2578.1709908830167,1.953966498374939
2588.011338176463,2.253250598907471
2597.85168546991,2.184918880462646
2607.6920327633566,1.884500861167908
2617.532380056803,1.537334084510803
2627.3727273502495,1.596983432769775
2637.2130746436965,1.967872977256775
2647.053421937143,1.925107002258301
2656.8937692305894,1.925520420074463
2666.7341165240364,1.898048758506775
2676.574463817483,1.793662667274475
2686.4148111109293,1.568500280380249
2696.2551584043763,1.139794826507568
2706.095505697823,0.9652884602546692
2715.9358529912693,1.234182834625244
2725.776200284716,1.755685329437256
2735.6165475781627,2.163578033447266
2745.456894871609,2.049563646316528
2755.297242165056,1.840376734733582
2765.1375894585026,1.695064663887024
2774.977936751949,1.700291872024536
2784.818284045396,1.616480827331543
2794.6586313388425,1.450470566749573
2804.498978632289,1.521777987480164
2814.3393259257355,1.801771879196167
2824.1796732191824,1.770865201950073
2834.020020512629,1.514369130134583
2843.8603678060754,1.491068124771118
2853.7007150995223,1.442843437194824
2863.541062392969,1.603499054908752
2873.3814096864153,2.061370611190796
2883.221756979862,2.136626482009888
2893.0621042733087,2.083566188812256
2902.902451566755,2.037480592727661
2912.742798860202,2.011407136917114
2922.5831461536486,1.977195024490356
2932.423493447095,1.621829867362976
2942.263840740542,1.033762693405151
2952.1041880339885,0.7520266771316528
2961.944535327435,0.9463496804237366
2971.784882620882,1.153579473495483
2981.6252299143284,1.220375537872314
2991.465577207775,1.120497345924377
3001.305924501222,1.094603896141052
3011.1462717946683,1.111211776733398
3020.986619088115,1.147730827331543
3030.8269663815613,1.243202447891235
3040.6673136750082,1.27215039730072
3050.5076609684547,1.283794760704041
3060.348008261901,1.332364916801453
3070.188355555348,1.128288984298706
3080.0287028487946,1.021278023719788
3089.869050142241,1.179896950721741
3099.709397435688,1.320367693901062
3109.5497447291345,1.325429081916809
3119.390092022581,1.324594974517822
3129.230439316028,1.521585464477539
3139.0707866094745,1.73266339302063
3148.911133902921,1.790849328041077
3158.751481196368,1.781063795089722
3168.5918284898144,1.59210467338562
3178.432175783261,1.245885848999023
3188.272523076708,1.060980677604675
3198.1128703701543,1.177707552909851
3207.9532176636008,1.210358500480652
3217.7935649570472,1.148723602294922
3227.633912250494,1.143259763717651
3237.4742595439407,1.150553107261658
3247.314606837387,1.147948384284973
3257.154954130834,1.173476219177246
3266.9953014242806,1.190481066703796
3276.835648717727,1.323282122612
3286.675996011174,1.561059713363647
3296.5163433046205,1.524596214294434
3306.356690598067,1.404123425483704
3316.197037891514,1.133650302886963
3326.0373851849604,0.9731391668319702
3335.877732478407,0.7704209089279175
3345.718079771854,0.7824084162712097
3355.5584270653003,0.986332356929779
3365.398774358747,0.8704671263694763
3375.2391216521937,0.9449688196182251
3385.07946894564,1.165048718452454
3394.9198162390867,1.337697386741638
3404.760163532533,1.277323126792908
3414.60051082598,1.173953294754028
3424.4408581194266,1.008809924125671
3434.281205412873,0.9741825461387634
3444.12155270632,1.05220091342926
3453.9618999997665,1.081050872802734
3463.802247293213,1.187330007553101
3473.64259458666,1.245132088661194
3483.4829418801064,1.095437049865723
3493.323289173553,1.116567969322205
3503.163636467,1.125098824501038
3513.0039837604463,1.090987205505371
3522.844331053893,0.8708708882331848
3532.6846783473397,0.5371913909912109
3542.525025640786,0.5229610204696655
3552.3653729342327,0.4749444723129272
3562.2057202276796,0.3646815121173859
3572.046067521126,0.1858173161745071
3581.8864148145726,0.220738098025322
3591.726762108019,0.6327167749404907
3601.567109401466,0.7825036644935608
3611.4074566949125,0.8769857287406921
3621.247803988359,0.8831097483634949
3631.088151281806,0.9824957251548767
3640.9284985752524,1.344994306564331
3650.768845868699,1.560182452201843
3660.609193162146,1.429226279258728
3670.4495404555923,1.263985514640808
3680.289887749039,1.074279069900513
3690.1302350424858,0.6796624660491943
3699.9705823359322,0.4022346138954163
3709.8109296293787,0.403968870639801
3719.6512769228257,0.6870373487472534
3729.491624216272,0.8746334314346313
3739.3319715097186,1.046167016029358
3749.1723188031656,0.9759681224822998
3759.012666096612,0.8711104393005371
3768.8530133900585,0.7715556621551514
3778.6933606835055,0.8177490234375
3788.533707976952,0.934718668460846
3798.3740552703985,0.88917076587677
3808.214402563845,0.7005608677864075
3818.054749857292,0.594298779964447
3827.8950971507384,0.5539336800575256
3837.735444444185,0.6036768555641174
3847.575791737632,0.6607517600059509
3857.4161390310783,0.7612436413764954
3867.2564863245248,0.8425017595291138
3877.0968336179717,0.8127357959747314
3886.937180911418,0.8723439574241638
3896.7775282048647,0.961992621421814
3906.6178754983116,0.8591260313987732
3916.458222791758,0.960205078125
3926.2985700852046,1.028841376304626
3936.1389173786515,1.029277682304382
3945.979264672098,1.10335636138916
3955.8196119655445,1.157570600509644
3965.6599592589914,1.058843731880188
3975.500306552438,1.007811665534973
3985.3406538458844,1.017560482025146
3995.181001139331,1.0691157579422
4005.021348432778,1.139944434165955
4014.8616957262243,1.179261326789856
4024.702043019671,1.255985260009766
4034.5423903131177,1.246220946311951
4044.382737606564,1.242879986763
4054.2230849000107,1.305940389633179
4064.0634321934576,1.388446092605591
4073.903779486904,1.4615877866745
4083.7441267803506,1.516811490058899
4093.5844740737975,1.709126710891724
4103.424821367244,1.622389197349548
4113.2651686606905,1.642776966094971
4123.105515954137,1.567140817642212
4132.9458632475835,1.383617758750916
4142.78621054103,1.269078493118286
4152.626557834477,1.164785623550415
4162.466905127923,0.9754089117050171
4172.30725242137,0.7289956212043762
4182.147599714817,0.9891019463539124
4191.987947008263,1.223493099212646
4201.82829430171,1.211332678794861
4211.668641595157,1.540101051330566
4221.508988888603,1.617804884910583
4231.34933618205,1.565190196037292
4241.189683475497,1.561274528503418
4251.030030768943,1.634196639060974
4260.87037806239,1.694698095321655
4270.710725355837,1.819443583488464
4280.551072649283,1.893496751785278
4290.39141994273,1.643450379371643
4300.231767236177,1.628640294075012
4310.072114529623,1.583601593971252
4319.91246182307,1.574243307113647
4329.752809116517,1.605006694793701
4339.593156409963,1.638491988182068
4349.43350370341,1.556014537811279
4359.273850996857,1.790786862373352
4369.114198290303,2.099970102310181
4378.95454558375,2.735313892364502
4388.794892877197,3.446863174438477
4398.635240170643,3.595113277435303
4408.47558746409,2.762452840805054
4418.3159347575365,2.308005094528198
4428.156282050983,2.193453073501587
4437.9966293444295,2.132015466690063
4447.836976637876,2.145354509353638
4457.6773239313225,2.12548303604126
4467.517671224769,2.104981660842896
4477.358018518215,2.011513471603394
4487.198365811662,1.681447148323059
4497.038713105109,1.555567979812622
4506.879060398555,1.691130042076111
4516.719407692002,1.569770693778992
4526.559754985449,1.25592827796936
4536.400102278895,1.262349843978882
4546.240449572342,1.325560808181763
4556.080796865789,1.461316227912903
4565.921144159235,1.418853759765625
4575.761491452682,1.515050172805786
4585.601838746129,1.560088634490967
4595.442186039575,1.494898438453674
4605.282533333022,1.443861961364746
4615.122880626469,1.479050636291504
4624.963227919915,1.616148114204407
4634.803575213362,1.661591172218323
4644.643922506809,1.547213792800903
4654.484269800255,1.39424204826355
4664.324617093702,1.287079811096191
4674.164964387149,1.299160361289978
4684.005311680595,1.375425457954407
4693.845658974042,1.398956656455994
4703.686006267489,1.364423632621765
4713.526353560935,1.072382807731628
4723.366700854382,0.8159363269805908
4733.207048147829,0.8200263977050781
4743.047395441275,0.8496790528297424
4752.8877427347215,0.9023388028144836
4762.7280900281685,1.190917491912842
4772.5684373216145,1.599371790885925
4782.408784615061,1.920862078666687
4792.249131908508,1.995463728904724
4802.089479201954,2.137857437133789
4811.929826495401,2.006574630737305
4821.770173788848,2.006081104278564
4831.610521082294,2.013932704925537
4841.450868375741,2.018574953079224
4851.291215669187,2.046600341796875
4861.131562962634,2.057319641113281
4870.971910256081,2.048296213150024
4880.812257549527,1.982718706130981
4890.652604842974,1.967148661613464
4900.492952136421,1.846895098686218
4910.333299429867,1.543432712554932
4920.173646723314,1.446694850921631
4930.013994016761,1.312831282615662
4939.854341310207,1.192354798316956
4949.694688603654,1.141375303268433
4959.535035897101,1.143252372741699
4969.375383190547,1.117591381072998
4979.215730483994,1.105037569999695
4989.056077777441,1.113651871681213
4998.896425070887,1.208502650260925
5008.736772364334,1.562065124511719
5018.577119657781,2.193923234939575
5028.417466951227,2.941182613372803
